responses,responses_urdu,responses_punjabi,responses_sindhi
"Based on your farm's current conditions, it might not be ideal to grow pomegranate. Consider choosing a crop that thrives in lower nitrogen levels, similar to what your soil currently has.",آپ کے فارم کے موجودہ حالات کی بنیاد پر ، انار کو بڑھانا مثالی نہیں ہوگا۔ایک ایسی فصل کا انتخاب کرنے پر غور کریں جو کم نائٹروجن کی سطح میں پروان چڑھتا ہے ، جیسا کہ آپ کی مٹی اس وقت ہے۔,"ਤੁਹਾਡੇ ਫਾਰਮ ਦੀਆਂ ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਅਨਾਰ ਵਧਣ ਲਈ ਇਹ ਆਦਰਸ਼ ਨਹੀਂ ਹੋ ਸਕਦਾ.ਇਕ ਫਸਲ ਦੀ ਚੋਣ ਕਰਨ 'ਤੇ ਵਿਚਾਰ ਕਰੋ ਜੋ ਇਸ ਸਮੇਂ ਤੁਹਾਡੀ ਮਿੱਟੀ ਦੇ ਸਮਾਨ ਇਕ ਫਸਲ ਦੀ ਚੋਣ ਕਰਨ' ਤੇ ਵਿਚਾਰ ਕਰੋ.",توهان جي فارم جي موجوده حالتن جي بنياد تي، اهو شايد انار جي پوکڻ لاء مثالي ناهي.هڪ فصل چونڊڻ تي غور ڪريو جيڪو گهٽ نائٽروجن جي سطح ۾ ترقي ڪري ٿو، انهي سان گڏ توهان جي مٽي ڇا آهي.
"Based on the provided conditions, growing bananas would be suitable for your farmland.",فراہم کردہ شرائط کی بنیاد پر ، بڑھتے ہوئے کیلے آپ کے کھیتوں کے لئے موزوں ہوں گے۔,"ਪ੍ਰਦਾਨ ਕੀਤੀਆਂ ਸਥਿਤੀਆਂ ਦੇ ਅਧਾਰ ਤੇ, ਵਧ ਰਹੀ ਕੇਲੇ ਤੁਹਾਡੇ ਖੇਤ ਲਈ suitable ੁਕਵੇਂ ਹੋਣਗੇ.",مهيا ڪيل شرطن جي بنياد تي، وڌندڙ ڪيلااس توهان جي فارمينلينڊ لاء مناسب هوندا.
"Considering your farmland conditions are similar to past conditions where kidney beans were successfully grown, kidney beans would be a suitable crop for you.",آپ کے کھیتوں کے حالات پر غور کرنا ماضی کے حالات سے ملتا جلتا ہے جہاں گردے کی پھلیاں کامیابی کے ساتھ اگائی گئیں ، گردے کی پھلیاں آپ کے لئے ایک مناسب فصل ہوگی۔,"ਤੁਹਾਡੀਆਂ ਖੇਤ ਭੂਮੀ ਸਥਿਤੀਆਂ ਨੂੰ ਧਿਆਨ ਵਿੱਚ ਰੱਖਦਿਆਂ ਕਿ ਗੁਰਦੇ ਬੀਨਜ਼ ਸਫਲਤਾਪੂਰਵਕ ਵਧੀਆਂ ਹੋਈਆਂ ਸਨ, ਕਿਡਨੀ ਬੀਨਜ਼ ਤੁਹਾਡੇ ਲਈ ਇੱਕ suitable ੁਕਵੀਂ ਫਸਲ ਹੋਣਗੀਆਂ.",توهان جي فارميلينڊ جي حالتن تي غور ڪندي ماضي جي حالتن سان ملندڙ آهن جتي گردن جي ماتين کي ڪاميابي سان وڌي ويو، گردن وارا توهان لاء مناسب فصل هوندا.
"Based on the given conditions, growing grapes seems like a suitable option for your farmland. The soil and climate conditions align closely with your past experiences of successfully growing grapes.",دی گئی شرائط کی بنیاد پر ، بڑھتی ہوئی انگور آپ کے کھیتوں کے لئے ایک مناسب آپشن کی طرح لگتا ہے۔مٹی اور آب و ہوا کے حالات آپ کے کامیابی کے ساتھ بڑھتے ہوئے انگور کے ماضی کے تجربات کے ساتھ قریب سے منسلک ہیں۔,"ਦਿੱਤੀਆਂ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਅੰਗੂਰ ਵਧਦੇ ਅੰਗੂਰ ਤੁਹਾਡੇ ਖੇਤ ਲਈ ਇੱਕ ਅਨੁਕੂਲ ਵਿਕਲਪ ਵਾਂਗ ਲੱਗਦਾ ਹੈ.ਮਿੱਟੀ ਅਤੇ ਜਲਵਾਯੂ ਦੀਆਂ ਸਥਿਤੀਆਂ ਸਫਲਤਾਪੂਰਵਕ ਅੰਗੂਰ ਦੇ ਆਪਣੇ ਪਿਛਲੇ ਤਜ਼ਰਬਿਆਂ ਨਾਲ ਮੇਲ ਖਾਂਦੀਆਂ ਹਨ.",ڏنل شرطن جي بنياد تي، وڌندڙ انگورن کي توهان جي فارملينڊ لاء مناسب آپشن وانگر لڳي ٿو.مٽي ۽ آبهوا جون حالتون ڪاميابي سان وڌندڙ انگن اکرن جي وڌندڙن سان ويجهڙائي رکن ٿيون.
"Based on the current conditions, it is recommended to avoid growing pomegranates. The nitrogen level is too low, and the pH is slightly acidic compared to optimal conditions for pomegranate. Consider crops tolerant to lower nitrogen and slightly acidic soil conditions.",موجودہ حالات کی بنیاد پر ، یہ تجویز کی جاتی ہے کہ بڑھتے ہوئے انار سے بچیں۔نائٹروجن کی سطح بہت کم ہے ، اور انار کی زیادہ سے زیادہ شرائط کے مقابلے میں پییچ قدرے تیزابیت کا حامل ہے۔فصلوں کو کم نائٹروجن اور قدرے تیزابیت والے مٹی کے حالات کے لئے روادار پر غور کریں۔,"ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਅਨਾਰ ਵਧ ਰਹੇ ਅਨਾਰ ਤੋਂ ਬਚਣ ਦੀ ਸਿਫਾਰਸ਼ ਕੀਤੀ ਜਾਂਦੀ ਹੈ.ਨਾਈਟ੍ਰੋਜਨ ਦਾ ਪੱਧਰ ਬਹੁਤ ਘੱਟ ਹੈ, ਅਤੇ ਅਨਾਰ ਲਈ ਅਨੁਕੂਲ ਹਾਲਤਾਂ ਦੇ ਮੁਕਾਬਲੇ ਪੀਐਚ ਥੋੜ੍ਹਾ ਜਿਹੀ ਤੇਜ਼ਾਬ ਹੈ.ਨਾਈਟ੍ਰੋਜਨ ਨੂੰ ਘਟਾਉਣ ਅਤੇ ਥੋੜ੍ਹੀ ਜਿਹੀ ਤੇਜ਼ਾਬ ਦੀਆਂ ਸਥਿਤੀਆਂ ਕਰਨ ਲਈ ਟੌਪਲਾਂ ਨੂੰ ਮੰਨੋ.",موجوده حالتن جي بنياد تي، اهو گهڻي عرصي تي وڌي ويندي آهي.خشڪ برگن جي سطح تمام گهٽ آهي، پاڻي انجي جي لحاظ کان بهتر حالتن جي مقابلي ۾ ٿورڙو تيز آهي.نائٽروجن ۽ نن sc ا تيز مٽي جي حالتن کي فصلن جي رواداري تي غور ڪيو.
"Based on the provided conditions and comparisons with past data, growing mango should be suitable for your farmland.",ماضی کے اعداد و شمار کے ساتھ فراہم کردہ شرائط اور موازنہ کی بنیاد پر ، بڑھتی ہوئی آم آپ کے کھیتوں کے لئے موزوں ہونا چاہئے۔,"ਪ੍ਰਦਾਨ ਕੀਤੇ ਸ਼ਰਤਾਂ ਅਤੇ ਪਿਛਲੇ ਡੇਟਾ ਦੇ ਨਾਲ ਤੁਲਨਾਵਾਂ ਦੇ ਅਧਾਰ ਤੇ, ਵਧ ਰਹੇ ਅੰਬ ਤੁਹਾਡੇ ਖੇਤ ਲਈ suitable ੁਕਵਾਂ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ.",مهيا ڪيل حالتن جي بنياد تي ۽ ماضي جي ڊيٽا سان ملائي، وڌندڙ منگو توهان جي فارمينٽ لاء مناسب هجڻ گهرجي.
"Based on your soil condition and climate data, pigeonpeas would be suitable for your farmland. The conditions align well with past data where pigeonpeas have been successfully grown.",آپ کی مٹی کی حالت اور آب و ہوا کے اعداد و شمار کی بنیاد پر ، کبوتر آپ کے کھیتوں کے لئے موزوں ہوگا۔حالات ماضی کے اعداد و شمار کے ساتھ اچھی طرح سے صف بندی کرتے ہیں جہاں کبوتروں کو کامیابی کے ساتھ اگایا گیا ہے۔,"ਤੁਹਾਡੀ ਮਿੱਟੀ ਦੀ ਸਥਿਤੀ ਅਤੇ ਜਲਵਾਯੂ ਦੇ ਅੰਕੜਿਆਂ ਦੇ ਅਧਾਰ ਤੇ, ਕਬੂਤਰ ਤੁਹਾਡੇ ਖੇਤ ਲਈ suitable ੁਕਵਾਂ ਹੋਵੇਗਾ.ਹਾਲਾਤ ਚੰਗੀ ਤਰ੍ਹਾਂ ਪਿਛਲੇ ਡੇਟਾ ਦੇ ਨਾਲ ਇਕਸਾਰ ਕਰਦੇ ਹਨ ਜਿੱਥੇ ਕਬੂਤਰ ਨੂੰ ਸਫਲਤਾਪੂਰਵਕ ਉਗਾਇਆ ਗਿਆ ਹੈ.",توهان جي مٽي حالت ۽ آبهوا جي ڊيٽا جي بنياد تي، ڪبوترپيس توهان جي فارمينٽ لاء مناسب هوندو.حالتون ماضي جي ڊيٽا سان سٺي نموني سان ملنديون آهن جتي ڪبوترا ڪاميابي سان وڌي ويا آهن.
Chickpea is a suitable crop to grow on your farmland based on past data and current conditions.,چنے کیپیا ماضی کے اعداد و شمار اور موجودہ حالات کی بنیاد پر آپ کے کھیتوں میں اگنے کے لئے ایک مناسب فصل ہے۔,ਪਿਛਲੇ ਡੇਟਾ ਅਤੇ ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਦੇ ਅਧਾਰ ਤੇ ਤੁਹਾਡੇ ਖੇਤ ਵਿੱਚ ਤੁਹਾਡੇ ਖੇਤ ਵਿੱਚ ਵਾਧਾ ਕਰਨ ਲਈ chickpea ਇੱਕ suppor ੁਕਵੀਂ ਫਸਲ ਹੈ.,مرڪي ماضي جي ڊيٽا ۽ موجوده حالتن جي بنياد تي توهان جي فارمينڊ تي وڌڻ لاء هڪ مناسب فصل آهي.
"Based on the data provided, it seems blackgram could be a suitable crop for your farmland given the current conditions.",فراہم کردہ اعداد و شمار کی بنیاد پر ، ایسا لگتا ہے کہ موجودہ حالات کو دیکھتے ہوئے بلیکگرام آپ کے کھیتوں کے لئے ایک مناسب فصل ثابت ہوسکتی ہے۔,"ਪ੍ਰਦਾਨ ਕੀਤੇ ਗਏ ਡੇਟਾ ਦੇ ਅਧਾਰ ਤੇ, ਇਹ ਤੁਹਾਡੇ ਖੇਤ ਵਿੱਚ ਮੌਜੂਦਾ ਸਥਿਤੀਆਂ ਲਈ ਇੱਕ ਉਚਿਤ ਫਸਲ ਹੋ ਸਕਦੀ ਹੈ.",مهيا ڪيل ڊيٽا جي بنياد تي، اهو لڳي ٿو ته بليڪگرام توهان جي فارم لينڊ کي موجوده حالتن لاء هڪ مناسب فصل بڻجي سگهي ٿو.
"Growing grapes on your farmland seems ideal based on the conditions and past data for grape cultivation. The soil composition, pH, and environmental factors match well with successful grape-growing records.",انگور کی کاشت کے حالات اور ماضی کے اعداد و شمار کی بنیاد پر آپ کے کھیتوں پر انگور بڑھتی ہوئی انگور مثالی معلوم ہوتی ہے۔مٹی کی ساخت ، پییچ ، اور ماحولیاتی عوامل انگور کو بڑھنے والے کامیاب ریکارڈوں کے ساتھ اچھی طرح سے ملتے ہیں۔,"ਤੁਹਾਡੇ ਖੇਤ ਵਿੱਚ ਵਧ ਰਹੇ ਅੰਗੂਰ ਅੰਗੂਰ ਦੀ ਕਾਸ਼ਤ ਦੇ ਹਾਲਤਾਂ ਅਤੇ ਪਿਛਲੇ ਡੇਟਾ ਦੇ ਅਧਾਰ ਤੇ ਆਦਰਸ਼ ਹਨ.ਮਿੱਟੀ ਦੀ ਰਚਨਾ, ਪੀਐਚ ਅਤੇ ਵਾਤਾਵਰਣਕ ਕਾਰਕ ਸਫਲ ਅੰਗੂਰ ਦੇ ਵਿਕਾਸ ਦੇ ਸਫਲ ਰਿਕਾਰਡਾਂ ਦੇ ਨਾਲ ਨਾਲ ਮੇਲ ਖਾਂਦੀਆਂ ਹਨ.",توهان جي فارم واري زمين تي وڌندڙ انگ انگور جي پوک لاء شرطن ۽ ماضي جي ڊيٽا جي بنياد تي مثالي آهن.سويل ترتيب، پي ايڇ، ۽ ماحولياتي عنصر ڪامياب انگور جي وڌندڙ رڪارڊ سان گڏ سٺي نموني سان ملن ٿا.
"Based on your farmland conditions, lentil seems like a suitable crop to grow. Your soil and climate data closely match the conditions under which lentils have been successfully grown in the past.",آپ کے کھیتوں کے حالات کی بنیاد پر ، دال بڑھنے کے لئے ایک مناسب فصل کی طرح لگتا ہے۔آپ کی مٹی اور آب و ہوا کے اعداد و شمار ان حالات سے قریب سے ملتے ہیں جن کے تحت دال ماضی میں کامیابی کے ساتھ اگائی گئی ہے۔,"ਤੁਹਾਡੇ ਖੇਤ ਭੂਮੀ ਸਥਿਤੀਆਂ ਦੇ ਅਧਾਰ ਤੇ, ਦਾਲ ਇਸ ਨੂੰ ਵਧਾਉਣ ਲਈ ਉਚਿਤ ਫਸਲ ਵਰਗਾ ਲੱਗਦਾ ਹੈ.ਤੁਹਾਡੀ ਮਿੱਟੀ ਅਤੇ ਜਲਵਾਯੂ ਡੇਟਾ ਉਹਨਾਂ ਸਥਿਤੀਆਂ ਨਾਲ ਨੇੜਿਓਂ ਮੇਲ ਖਾਂਦਾ ਹੈ ਜਿਨ੍ਹਾਂ ਦੇ ਤਹਿਤ ਪਿਛਲੇ ਸਮੇਂ ਵਿੱਚ ਸਫਲਤਾਪੂਰਵਕ ਉਗਾਇਆ ਗਿਆ ਹੈ.",توهان جي فارميلينڊ جي حالتن جي بنياد تي، لالٽ کي وڌڻ لاء مناسب فصل وانگر لڳي ٿو.توهان جي مٽي ۽ آبهوا جي ڊيٽا حالتن کي ويجهي حالتن سان ملائي ٿي جنهن جي لائنن کي ماضي ۾ ڪاميابي سان وڌي ويو آهي.
"Based on the data provided, you should be able to grow maize successfully on your farmland. The nutrient levels, temperature, humidity, pH, and rainfall are all within the ranges favorable for maize growth.",فراہم کردہ اعداد و شمار کی بنیاد پر ، آپ کو اپنی کھیتوں پر مکئی کو کامیابی کے ساتھ بڑھانے کے قابل ہونا چاہئے۔غذائی اجزاء کی سطح ، درجہ حرارت ، نمی ، پییچ اور بارش سبھی مکئی کی نشوونما کے لئے سازگار حدود میں ہیں۔,"ਪ੍ਰਦਾਨ ਕੀਤੇ ਗਏ ਡੇਟਾ ਦੇ ਅਧਾਰ ਤੇ, ਤੁਹਾਨੂੰ ਆਪਣੇ ਖੇਤ ਵਿੱਚ ਸਫਲਤਾਪੂਰਵਕ ਮੱਕੀ ਨੂੰ ਵਧਣ ਦੇ ਯੋਗ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ.ਪੌਸ਼ਟਿਕ ਪੱਧਰ, ਤਾਪਮਾਨ, ਨਮੀ, pH, ਅਤੇ ਮੀਂਹ ਸਾਰੇ ਮੱਕੀ ਦੇ ਵਾਧੇ ਲਈ ਅਨੁਕੂਲ ਸੀਮਾ ਦੇ ਅੰਦਰ ਹਨ.",مهيا ڪيل ڊيٽا جي بنياد تي، توهان کي توهان جي فارمينڊ تي ڪاميابي سان گڏوگاهه کي ڪاميابيء سان وڌڻ گهرجي.غذائيت جي سطح، حرارت، نمي، ۽ برسات سڀني جي واڌاري جي لاء مزي جي واڌ جي لحاظ کان آهن.
"Your current conditions are not ideal for growing grapes due to high temperatures, low pH, and lower nitrogen levels. Consider growing a crop that is more tolerant of higher temperatures and slightly acidic soil, like sweet potatoes or okra.",آپ کے موجودہ حالات زیادہ درجہ حرارت ، کم پییچ ، اور کم نائٹروجن کی سطح کی وجہ سے انگور کے اگانے کے ل ideal مثالی نہیں ہیں۔ایک ایسی فصل کو اگانے پر غور کریں جو زیادہ درجہ حرارت اور قدرے تیزابیت والی مٹی سے زیادہ روادار ہو ، جیسے میٹھے آلو یا اوکیرا۔,"ਤੁਹਾਡੀਆਂ ਮੌਜੂਦਾ ਹਾਲਤਾਂ ਉੱਚ ਤਾਪਮਾਨ, ਘੱਟ ਪੀਐਚ, ਅਤੇ ਨੀਵੇਂ ਨਾਈਟ੍ਰੋਜਨ ਦੇ ਪੱਧਰ ਦੇ ਕਾਰਨ ਅੰਗੂਰਾਂ ਲਈ ਵਧਦੀਆਂ ਅੰਗੂਰਾਂ ਲਈ ਆਦਰਸ਼ ਨਹੀਂ ਹਨ.ਇੱਕ ਫਸਲ ਦੇ ਵਧਣ ਤੇ ਵਿਚਾਰ ਕਰੋ ਜੋ ਉੱਚ ਤਾਪਮਾਨਾਂ ਅਤੇ ਥੋੜ੍ਹੀ ਜਿਹੀ ਤੇਜ਼ਾਬ ਵਾਲੀ ਮਿੱਟੀ ਦੀ ਵਧੇਰੇ ਸਹਿਣਸ਼ੀਲ ਹੈ, ਜਿਵੇਂ ਮਿੱਠੇ ਆਲੂ ਜਾਂ ਭਿੰਡੀ.",توهان جا هاڻوڪي حرارت، گهٽ پي ايڇ، ۽ گهٽ نائٽروجن جي سطح سبب توهان جي موجوده حالتون پيدا نه ٿيون آهن.فصل وڌڻ تي غور ڪريو جيڪو وڌيڪ تيز رفتار ۽ ٿورو تيز رفتار ۽ ٿورو تيز آهي، مٺي آلو يا اوڪرا وانگر.
You should grow kidney beans on your farmland. The current soil and climate conditions are suitable for that crop.,آپ کو اپنے کھیتوں میں گردے کی پھلیاں اگائیں۔موجودہ مٹی اور آب و ہوا کے حالات اس فصل کے لئے موزوں ہیں۔,ਤੁਹਾਨੂੰ ਆਪਣੇ ਖੇਤ 'ਤੇ ਕਿਡਨੀ ਬੀਨਜ਼ ਵਧਣੇ ਚਾਹੀਦੇ ਹਨ.ਮੌਜੂਦਾ ਮਿੱਟੀ ਅਤੇ ਜਲਵਾਯੂ ਦੀਆਂ ਸਥਿਤੀਆਂ ਉਸ ਫਸਲ ਲਈ suitable ੁਕਵੀਂ ਹਨ.,توهان کي توهان جي فارم جي زمين تي گردن جا وار ڪ to ڻ گهرجن.موجوده مٽي ۽ موسمي حالتون ان فصل لاء مناسب آهن.
"You should consider growing pigeonpeas on your farmland, as the conditions seem suitable based on your past experience.",آپ کو اپنے کھیتوں میں کبوتروں کے بڑھتے ہوئے غور کرنے پر غور کرنا چاہئے ، کیونکہ حالات آپ کے ماضی کے تجربے کی بنیاد پر موزوں معلوم ہوتے ہیں۔,"ਤੁਹਾਨੂੰ ਆਪਣੇ ਖੇਤ 'ਤੇ ਵਧ ਰਹੇ ਕਬੂਤਰ ਵਧਣ ਤੇ ਵਿਚਾਰ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ, ਕਿਉਂਕਿ ਹਾਲਤਾਂ ਤੁਹਾਡੇ ਪਿਛਲੇ ਤਜ਼ੁਰਬੇ ਦੇ ਅਧਾਰ ਤੇ ਸਹੀ ਲੱਗਦੀਆਂ ਹਨ.",توهان کي توهان جي فارم ۾ ڪبوتر کي وڌائڻ تي غور ڪرڻ گهرجي، جئين توهان جي ماضي جي تجربي جي بنياد تي مناسب لڳي ٿي.
"Based on your farmland conditions and past experience, it would be suitable to grow bananas. The conditions closely match those where success with banana crops has been observed.",آپ کے کھیتوں کے حالات اور ماضی کے تجربے کی بنیاد پر ، کیلے اگانا موزوں ہوگا۔حالات ان لوگوں سے قریب سے ملتے ہیں جہاں کیلے کی فصلوں کے ساتھ کامیابی دیکھی گئی ہے۔,"ਤੁਹਾਡੇ ਖੇਤ ਭੂਮੀ ਸਥਿਤੀਆਂ ਅਤੇ ਪਿਛਲੇ ਤਜ਼ਰਬੇ ਦੇ ਅਧਾਰ ਤੇ, ਇਹ ਬੈਨਾਂ ਪੈਦਾ ਕਰਨ ਲਈ .ੁਕਵਾਂ ਹੋਵੇਗਾ.ਹਾਲਾਤ ਉਨ੍ਹਾਂ ਨਾਲ ਨੇੜਿਓਂ ਮੇਲ ਖਾਂਦੇ ਹਨ ਜਿੱਥੇ ਕੇਲਾ ਫਸਲਾਂ ਨਾਲ ਸਫਲਤਾ ਵੇਖੀ ਗਈ ਹੈ.",توهان جي فارميلينڊ جي حالتن ۽ ماضي جي تجربي جي بنياد تي، اهو ڪيلين کي وڌڻ لاء مناسب هوندو.حالتون ملنديون آهن جتي ڪاميابي جي فصلن سان ڪاميابي جو مشاهدو ڪيو ويو آهي.
"Based on the provided data about your farmland conditions, banana would be a suitable crop to grow. The nutrient levels, temperature, humidity, pH, and rainfall closely match past successful conditions for banana cultivation.",آپ کے کھیتوں کے حالات کے بارے میں فراہم کردہ اعداد و شمار کی بنیاد پر ، کیلا بڑھنے کے لئے ایک مناسب فصل ہوگی۔غذائی اجزاء کی سطح ، درجہ حرارت ، نمی ، پییچ ، اور بارش کیلے کی کاشت کے لئے ماضی کے کامیاب حالات سے قریب سے ملتی ہے۔,"ਤੁਹਾਡੇ ਖੇਤ ਭੂਮੀ ਸਥਿਤੀਆਂ ਬਾਰੇ ਪ੍ਰਦਾਨ ਕੀਤੇ ਡੇਟਾ ਦੇ ਅਧਾਰ ਤੇ, ਕੇਲਾ ਵਧਣ ਲਈ suitable ੁਕਵੀਂ ਫਸਲ ਹੋਵੇਗੀ.ਪੌਸ਼ਟਿਕ ਪੱਧਰ, ਤਾਪਮਾਨ, ਨਮੀ, ਪੀਐਚ, ਅਤੇ ਬਾਰਸ਼ ਕੇਲੇ ਦੀ ਕਾਸ਼ਤ ਲਈ ਪਿਛਲੇ ਸਫਲ ਸ਼ਰਤਾਂ ਦੇ ਨੇੜਿਓਂ ਮੇਲ.",توهان جي فارم جي زمينن جي حالتن بابت، ڪيلي جي حالت بابت، ڪيلي جي بنياد تي هڪ مناسب فصل هوندي.غذائي سطح، گرمي پد، نمي، ۽ برساتون ڪيانا جي پوک لاء ماضي جي ڪامياب حالتن سان ويجهڙائي سان ملنديون آهن.
